  0.00000000E+00  0.37859155E+01
  0.66492657E-02  0.37859518E+01
  0.13298531E-01  0.37860593E+01
  0.19947797E-01  0.37862336E+01
  0.26597063E-01  0.37864670E+01
  0.33246328E-01  0.37867495E+01
  0.39895594E-01  0.37870680E+01
  0.46544860E-01  0.37874070E+01
  0.53194125E-01  0.37877490E+01
  0.59843391E-01  0.37880745E+01
  0.66492657E-01  0.37883627E+01
  0.73141922E-01  0.37885921E+01
  0.79791188E-01  0.37887409E+01
  0.86440454E-01  0.37887882E+01
  0.93089719E-01  0.37887142E+01
  0.99738985E-01  0.37885011E+01
  0.10638825E+00  0.37881339E+01
  0.11303752E+00  0.37876010E+01
  0.11968678E+00  0.37868945E+01
  0.12633605E+00  0.37860103E+01
  0.13298531E+00  0.37849487E+01
  0.13963458E+00  0.37837136E+01
  0.14628384E+00  0.37823123E+01
  0.15293311E+00  0.37807552E+01
  0.15958238E+00  0.37790546E+01
  0.16623164E+00  0.37772242E+01
  0.17288091E+00  0.37752780E+01
  0.17953017E+00  0.37732292E+01
  0.18617944E+00  0.37710897E+01
  0.19282870E+00  0.37688692E+01
  0.19947797E+00  0.37665743E+01
  0.20612724E+00  0.37642089E+01
  0.21277650E+00  0.37617732E+01
  0.21942577E+00  0.37592644E+01
  0.22607503E+00  0.37566766E+01
  0.23272430E+00  0.37540017E+01
  0.23937356E+00  0.37512298E+01
  0.24602283E+00  0.37483502E+01
  0.25267210E+00  0.37453525E+01
  0.25932136E+00  0.37422268E+01
  0.26597063E+00  0.37389655E+01
  0.27261989E+00  0.37355632E+01
  0.27926916E+00  0.37320180E+01
  0.28591842E+00  0.37283313E+01
  0.29256769E+00  0.37245084E+01
  0.29921696E+00  0.37205581E+01
  0.30586622E+00  0.37164926E+01
  0.31251549E+00  0.37123272E+01
  0.31916475E+00  0.37080789E+01
  0.32581402E+00  0.37037663E+01
  0.33246328E+00  0.36994084E+01
  0.33911255E+00  0.36950236E+01
  0.34576182E+00  0.36906286E+01
  0.35241108E+00  0.36862379E+01
  0.35906035E+00  0.36818623E+01
  0.36570961E+00  0.36775088E+01
  0.37235888E+00  0.36731796E+01
  0.37900814E+00  0.36688716E+01
  0.38565741E+00  0.36645765E+01
  0.39230667E+00  0.36602802E+01
  0.39895594E+00  0.36559636E+01
  0.40560521E+00  0.36516032E+01
  0.41225447E+00  0.36471718E+01
  0.41890374E+00  0.36426408E+01
  0.42555300E+00  0.36379818E+01
  0.43220227E+00  0.36331701E+01
  0.43885153E+00  0.36281870E+01
  0.44550080E+00  0.36230228E+01
  0.45215007E+00  0.36176782E+01
  0.45879933E+00  0.36121646E+01
  0.46544860E+00  0.36065034E+01
  0.47209786E+00  0.36007232E+01
  0.47874713E+00  0.35948576E+01
  0.48539639E+00  0.35889423E+01
  0.49204566E+00  0.35830129E+01
  0.49869493E+00  0.35771035E+01
  0.50534419E+00  0.35712454E+01
  0.51199346E+00  0.35654674E+01
  0.51864272E+00  0.35597952E+01
  0.52529199E+00  0.35542518E+01
  0.53194125E+00  0.35488577E+01
  0.53859052E+00  0.35436312E+01
  0.54523979E+00  0.35385887E+01
  0.55188905E+00  0.35337452E+01
  0.55853832E+00  0.35291141E+01
  0.56518758E+00  0.35247076E+01
  0.57183685E+00  0.35205370E+01
  0.57848611E+00  0.35166125E+01
  0.58513538E+00  0.35129433E+01
  0.59178465E+00  0.35095380E+01
  0.59843391E+00  0.35064042E+01
  0.60508318E+00  0.35035489E+01
  0.61173244E+00  0.35009782E+01
  0.61838171E+00  0.34986975E+01
  0.62503097E+00  0.34967116E+01
  0.63168024E+00  0.34950245E+01
  0.63832950E+00  0.34936396E+01
  0.64497877E+00  0.34925597E+01
  0.65162804E+00  0.34917869E+01
  0.65827730E+00  0.34913225E+01
  0.66492657E+00  0.34911677E+01
  0.67154546E+00  0.34913277E+01
  0.67816434E+00  0.34918079E+01
  0.68478323E+00  0.34926086E+01
  0.69140212E+00  0.34937302E+01
  0.69802101E+00  0.34951733E+01
  0.70463990E+00  0.34969387E+01
  0.71125879E+00  0.34990275E+01
  0.71787768E+00  0.35014406E+01
  0.72449656E+00  0.35041791E+01
  0.73111545E+00  0.35072440E+01
  0.73773434E+00  0.35106363E+01
  0.74435323E+00  0.35143564E+01
  0.75097212E+00  0.35184046E+01
  0.75759101E+00  0.35227801E+01
  0.76420989E+00  0.35274817E+01
  0.77082878E+00  0.35325067E+01
  0.77744767E+00  0.35378513E+01
  0.78406656E+00  0.35435102E+01
  0.79068545E+00  0.35494762E+01
  0.79730434E+00  0.35557403E+01
  0.80392322E+00  0.35622914E+01
  0.81054211E+00  0.35691161E+01
  0.81716100E+00  0.35761988E+01
  0.82377989E+00  0.35835216E+01
  0.83039878E+00  0.35910640E+01
  0.83701767E+00  0.35988030E+01
  0.84363656E+00  0.36067130E+01
  0.85025544E+00  0.36147653E+01
  0.85687433E+00  0.36229275E+01
  0.86349322E+00  0.36311630E+01
  0.87011211E+00  0.36394286E+01
  0.87673100E+00  0.36476730E+01
  0.88334989E+00  0.36558323E+01
  0.88996877E+00  0.36638245E+01
  0.89658766E+00  0.36715407E+01
  0.90320655E+00  0.36788334E+01
  0.90982544E+00  0.36855021E+01
  0.91644433E+00  0.36912831E+01
  0.92306322E+00  0.36958595E+01
  0.92968210E+00  0.36989216E+01
  0.93630099E+00  0.37002843E+01
  0.94291988E+00  0.36999968E+01
  0.94953877E+00  0.36983379E+01
  0.95615766E+00  0.36956971E+01
  0.96277655E+00  0.36924509E+01
  0.96939544E+00  0.36889026E+01
  0.97601432E+00  0.36852760E+01
  0.98263321E+00  0.36817291E+01
  0.98925210E+00  0.36783721E+01
  0.99587099E+00  0.36752813E+01
  0.10024899E+01  0.36725089E+01
  0.10091088E+01  0.36700899E+01
  0.10157277E+01  0.36680462E+01
  0.10223465E+01  0.36663904E+01
  0.10289654E+01  0.36651272E+01
  0.10355843E+01  0.36642552E+01
  0.10422032E+01  0.36637680E+01
  0.10488221E+01  0.36636545E+01
  0.10554985E+01  0.36639034E+01
  0.10621750E+01  0.36644968E+01
  0.10688514E+01  0.36654091E+01
  0.10755279E+01  0.36666072E+01
  0.10822043E+01  0.36680464E+01
  0.10888808E+01  0.36696641E+01
  0.10955572E+01  0.36713666E+01
  0.11022336E+01  0.36730059E+01
  0.11089101E+01  0.36743356E+01
  0.11155865E+01  0.36749330E+01
  0.11222630E+01  0.36740864E+01
  0.11289394E+01  0.36707577E+01
  0.11356159E+01  0.36639703E+01
  0.11422923E+01  0.36536297E+01
  0.11489688E+01  0.36406326E+01
  0.11556452E+01  0.36260752E+01
  0.11623216E+01  0.36107551E+01
  0.11689981E+01  0.35951610E+01
  0.11756745E+01  0.35795841E+01
  0.11823510E+01  0.35642027E+01
  0.11890274E+01  0.35491319E+01
  0.11957039E+01  0.35344499E+01
  0.12023803E+01  0.35202136E+01
  0.12090568E+01  0.35064667E+01
  0.12157332E+01  0.34932446E+01
  0.12224096E+01  0.34805776E+01
  0.12290861E+01  0.34684923E+01
  0.12357625E+01  0.34570130E+01
  0.12424390E+01  0.34461621E+01
  0.12491154E+01  0.34359601E+01
  0.12557919E+01  0.34264260E+01
  0.12624683E+01  0.34175768E+01
  0.12691447E+01  0.34094273E+01
  0.12758212E+01  0.34019899E+01
  0.12824976E+01  0.33952746E+01
  0.12891741E+01  0.33892882E+01
  0.12958505E+01  0.33840346E+01
  0.13025270E+01  0.33795145E+01
  0.13092034E+01  0.33757253E+01
  0.13158799E+01  0.33726615E+01
  0.13225563E+01  0.33703146E+01
  0.13292327E+01  0.33686735E+01
  0.13359092E+01  0.33677251E+01
  0.13425856E+01  0.33674542E+01
  0.13492621E+01  0.33678446E+01
  0.13559385E+01  0.33688791E+01
  0.13626150E+01  0.33705404E+01
  0.13692914E+01  0.33728116E+01
  0.13759679E+01  0.33756760E+01
  0.13826443E+01  0.33791182E+01
  0.13893207E+01  0.33831240E+01
  0.13959972E+01  0.33876807E+01
  0.14026736E+01  0.33927769E+01
  0.14093501E+01  0.33984026E+01
  0.14160265E+01  0.34045492E+01
  0.14227030E+01  0.34112088E+01
  0.14293794E+01  0.34183743E+01
  0.14360558E+01  0.34260385E+01
  0.14427323E+01  0.34341937E+01
  0.14494087E+01  0.34428315E+01
  0.14560852E+01  0.34519416E+01
  0.14627616E+01  0.34615115E+01
  0.14694381E+01  0.34715257E+01
  0.14761145E+01  0.34819653E+01
  0.14827910E+01  0.34928074E+01
  0.14894674E+01  0.35040246E+01
  0.14961438E+01  0.35155848E+01
  0.15028203E+01  0.35274508E+01
  0.15094967E+01  0.35395805E+01
  0.15161732E+01  0.35519270E+01
  0.15228496E+01  0.35644387E+01
  0.15295261E+01  0.35770601E+01
  0.15362025E+01  0.35897324E+01
  0.15428790E+01  0.36023940E+01
  0.15495554E+01  0.36149821E+01
  0.15562318E+01  0.36274331E+01
  0.15629083E+01  0.36396843E+01
  0.15695847E+01  0.36516744E+01
  0.15762612E+01  0.36633451E+01
  0.15829376E+01  0.36746418E+01
  0.15896141E+01  0.36855146E+01
  0.15962905E+01  0.36959188E+01
  0.16029669E+01  0.37058158E+01
  0.16096434E+01  0.37151730E+01
  0.16163198E+01  0.37239641E+01
  0.16229963E+01  0.37321693E+01
  0.16296727E+01  0.37397746E+01
  0.16363492E+01  0.37467721E+01
  0.16430256E+01  0.37531596E+01
  0.16497021E+01  0.37589400E+01
  0.16563785E+01  0.37641216E+01
  0.16630549E+01  0.37687174E+01
  0.16697314E+01  0.37727455E+01
  0.16764078E+01  0.37762281E+01
  0.16830843E+01  0.37791922E+01
  0.16897607E+01  0.37816684E+01
  0.16964372E+01  0.37836912E+01
  0.17031136E+01  0.37852980E+01
  0.17097901E+01  0.37865287E+01
  0.17164665E+01  0.37874247E+01
  0.17231429E+01  0.37880283E+01
  0.17298194E+01  0.37883822E+01
  0.17364958E+01  0.37885279E+01
  0.17431723E+01  0.37885058E+01
  0.17498487E+01  0.37883541E+01
  0.17565252E+01  0.37881085E+01
  0.17632016E+01  0.37878015E+01
  0.17698780E+01  0.37874625E+01
  0.17765545E+01  0.37871173E+01
  0.17832309E+01  0.37867882E+01
  0.17899074E+01  0.37864939E+01
  0.17965838E+01  0.37862495E+01
  0.18032603E+01  0.37860667E+01
  0.18099367E+01  0.37859537E+01
  0.18166132E+01  0.37859155E+01
  0.18233218E+01  0.37861281E+01
  0.18300305E+01  0.37867661E+01
  0.18367392E+01  0.37878297E+01
  0.18434478E+01  0.37893192E+01
  0.18501565E+01  0.37912350E+01
  0.18568652E+01  0.37935777E+01
  0.18635739E+01  0.37963476E+01
  0.18702825E+01  0.37995453E+01
  0.18769912E+01  0.38031709E+01
  0.18836999E+01  0.38072245E+01
  0.18904085E+01  0.38117056E+01
  0.18971172E+01  0.38166133E+01
  0.19038259E+01  0.38219462E+01
  0.19105346E+01  0.38277020E+01
  0.19172432E+01  0.38338775E+01
  0.19239519E+01  0.38404685E+01
  0.19306606E+01  0.38474696E+01
  0.19373693E+01  0.38548740E+01
  0.19440779E+01  0.38626735E+01
  0.19507866E+01  0.38708579E+01
  0.19574953E+01  0.38794155E+01
  0.19642039E+01  0.38883324E+01
  0.19709126E+01  0.38975925E+01
  0.19776213E+01  0.39071775E+01
  0.19843300E+01  0.39170665E+01
  0.19910386E+01  0.39272358E+01
  0.19977473E+01  0.39376591E+01
  0.20044560E+01  0.39483068E+01
  0.20111646E+01  0.39591461E+01
  0.20178733E+01  0.39701409E+01
  0.20245820E+01  0.39812512E+01
  0.20312907E+01  0.39924330E+01
  0.20379993E+01  0.40036384E+01
  0.20447080E+01  0.40148146E+01
  0.20514167E+01  0.40259045E+01
  0.20581253E+01  0.40368458E+01
