#        klen             E | projection   |group 1: A    |group
#column    1               2               3
     0.000000000    -4.701242460     1.000000000
     0.006716430    -4.701327333     1.000000000
     0.013432860    -4.701327580     1.000000000
     0.020149290    -4.701243819     1.000000000
     0.026865720    -4.701081121     1.000000000
     0.033582150    -4.700848565     1.000000000
     0.040298580    -4.700559013     1.000000000
     0.047015010    -4.700228773     1.000000000
     0.053731440    -4.699877139     1.000000000
     0.060447870    -4.699525830     1.000000000
     0.067164300    -4.699198337     1.000000000
     0.073880730    -4.698919180     1.000000000
     0.080597160    -4.698713109     1.000000000
     0.087313590    -4.698604261     1.000000000
     0.094030020    -4.698615309     1.000000000
     0.100746450    -4.698766637     1.000000000
     0.107462880    -4.699075594     1.000000000
     0.114179310    -4.699653181     1.000000000
     0.120895740    -4.700495413     1.000000000
     0.127612170    -4.701498313     1.000000000
     0.134328600    -4.702657293     1.000000000
     0.141045029    -4.703965645     1.000000000
     0.147761459    -4.705415157     1.000000000
     0.154477889    -4.706996790     1.000000000
     0.161194319    -4.708701395     1.000000000
     0.167910749    -4.710520395     1.000000000
     0.174627179    -4.712446407     1.000000000
     0.181343609    -4.714473734     1.000000000
     0.188060039    -4.716598713     1.000000000
     0.194776469    -4.718819865     1.000000000
     0.201492899    -4.721137860     1.000000000
     0.208209329    -4.723555279     1.000000000
     0.214925759    -4.726076206     1.000000000
     0.221642189    -4.728705838     1.000000000
     0.228358619    -4.731492434     1.000000000
     0.235075049    -4.734383374     1.000000000
     0.241791479    -4.737381096     1.000000000
     0.248507909    -4.740489780     1.000000000
     0.255224339    -4.743712400     1.000000000
     0.261940769    -4.747050192     1.000000000
     0.268657199    -4.750502314     1.000000000
     0.275373629    -4.754073947     1.000000000
     0.282090059    -4.757770089     1.000000000
     0.288806489    -4.761560326     1.000000000
     0.295522919    -4.765433194     1.000000000
     0.302239349    -4.769376801     1.000000000
     0.308955779    -4.773379337     1.000000000
     0.315672209    -4.777429647     1.000000000
     0.322388639    -4.781517759     1.000000000
     0.329105069    -4.785635332     1.000000000
     0.335821499    -4.789789438     1.000000000
     0.342537929    -4.793987500     1.000000000
     0.349254359    -4.798204510     1.000000000
     0.355970789    -4.802438548     1.000000000
     0.362687219    -4.806690116     1.000000000
     0.369403649    -4.810962193     1.000000000
     0.376120079    -4.815260267     1.000000000
     0.382836509    -4.819592321     1.000000000
     0.389552939    -4.823968757     1.000000000
     0.396269369    -4.828402238     1.000000000
     0.402985799    -4.832907388     1.000000000
     0.409702229    -4.837500282     1.000000000
     0.416418659    -4.842197647     1.000000000
     0.423135088    -4.847015746     1.000000000
     0.429851518    -4.851968928     1.000000000
     0.436567948    -4.857067996     1.000000000
     0.443284378    -4.862320006     1.000000000
     0.450000808    -4.867744346     1.000000000
     0.456717238    -4.873304492     1.000000000
     0.463433668    -4.878983438     1.000000000
     0.470150098    -4.884761114     1.000000000
     0.476866528    -4.890613815     1.000000000
     0.483582958    -4.896515543     1.000000000
     0.490299388    -4.902439260     1.000000000
     0.497015818    -4.908358547     1.000000000
     0.503732248    -4.914255194     1.000000000
     0.510448678    -4.920094031     1.000000000
     0.517165108    -4.925846646     1.000000000
     0.523881538    -4.931488540     1.000000000
     0.530597968    -4.936996636     1.000000000
     0.537314398    -4.942349156     1.000000000
     0.544030828    -4.947525583     1.000000000
     0.550747258    -4.952506785     1.000000000
     0.557463688    -4.957280480     1.000000000
     0.564180118    -4.961832174     1.000000000
     0.570896548    -4.966139453     1.000000000
     0.577612978    -4.970187845     1.000000000
     0.584329408    -4.973964850     1.000000000
     0.591045838    -4.977459864     1.000000000
     0.597762268    -4.980664198     1.000000000
     0.604478698    -4.983571037     1.000000000
     0.611195128    -4.986175349     1.000000000
     0.617911558    -4.988473711     1.000000000
     0.624627988    -4.990464098     1.000000000
     0.631344418    -4.992145619     1.000000000
     0.638060848    -4.993518235     1.000000000
